Timestamp,Speed,Latitude coordinate,Longitude coordinate,Altitude,Vertical accuracy,Horizontal accuracy,Course,Course variation,Behavior
402.77,91.1,40.5545,-3.49958,744.3,4,5,285.1,0.703,0
403.74,91.7,40.55456,-3.49987,744,4,5,285.8,0.703,0
404.74,91.2,40.55463,-3.50016,742.9,4,5,287.2,2.109,0
405.74,90.3,40.55471,-3.50044,742.2,3,5,290.7,4.922,0
406.77,91,40.55479,-3.50071,741.5,3,5,293.6,6.328,0
407.74,90.3,40.5549,-3.50097,740.3,3,5,297.1,6.328,0
408.74,90.1,40.55502,-3.50121,739.8,3,5,302,8.438,0
409.79,90.1,40.55515,-3.50145,738.9,3,5,303.8,6.68,0
410.77,90.1,40.55528,-3.50169,738,3,5,304.8,2.812,0
411.76,90,40.55541,-3.50193,736.9,3,5,305.2,1.406,0
412.73,90,40.55554,-3.50217,735.4,3,5,305.2,0.352,0
413.74,90.1,40.55566,-3.50241,734.5,3,5,303.8,1.406,0
414.8,90.1,40.55579,-3.50266,733.5,3,5,302.7,2.461,0
415.74,90.3,40.5559,-3.50291,732.1,3,5,300.9,2.812,0
416.79,91.5,40.55601,-3.50317,731.2,3,5,298.5,4.219,0
417.81,92.4,40.55611,-3.50344,730.3,3,5,296.4,4.57,0
418.78,93.4,40.55621,-3.50372,729.4,3,5,294.3,4.219,0
419.74,94.5,40.5563,-3.50401,728.1,3,5,292.9,3.516,0
420.74,94.9,40.55639,-3.5043,726.6,3,5,291.1,3.164,0
421.74,96.6,40.55646,-3.5046,725.6,3,5,288.6,4.219,0
422.74,95.8,40.55652,-3.5049,724.2,3,5,286.2,4.922,0
423.76,96.2,40.55658,-3.50521,722.9,3,5,284.1,4.57,0
424.75,95.8,40.55664,-3.50552,721.8,3,5,282.3,3.867,0
425.75,95.3,40.55668,-3.50582,721,3,5,280.9,3.164,0
426.82,95.8,40.55672,-3.50613,719.3,3,5,278.8,3.516,0
427.73,96.2,40.55674,-3.50644,717.8,3,5,276.7,4.219,0
428.75,95.6,40.55676,-3.50676,716.5,3,5,274.2,4.57,0
429.73,95.5,40.55677,-3.50707,715.4,3,5,272.1,4.57,0
430.75,95.5,40.55677,-3.50739,714.4,3,5,270,4.219,0
431.73,95.8,40.55676,-3.50771,713.1,3,5,268.9,3.164,0
432.75,95.4,40.55676,-3.50802,711.8,3,5,267.9,2.109,0
433.75,95.3,40.55675,-3.50833,710.6,3,5,267.5,1.406,0
434.78,95.4,40.55674,-3.50865,709.2,3,5,267.9,0.352,0
435.76,95.3,40.55673,-3.50896,708.5,3,5,268.9,1.406,0
436.79,95.2,40.55674,-3.50927,707.1,3,5,270.7,2.812,0
437.75,95.4,40.55674,-3.50958,705.6,3,5,271.4,2.461,0
438.75,94.9,40.55676,-3.50988,704.3,3,5,274.9,4.219,0
439.75,94.6,40.55679,-3.51018,703.2,3,5,278.4,7.031,0
440.76,95.9,40.55683,-3.51049,701.5,3,5,280.2,5.273,0
441.77,94.8,40.55689,-3.51079,700.5,3,5,283.4,4.922,0
442.73,94.2,40.55695,-3.51109,699.2,3,5,285.5,5.273,0
443.74,94.6,40.55702,-3.51139,698.2,3,5,287.2,3.867,0
444.76,97.6,40.5571,-3.5117,697.3,3,5,288.6,3.164,0
445.76,94.1,40.55718,-3.51198,696.1,3,5,292.1,4.922,0
446.74,94.3,40.55727,-3.51227,694.6,3,5,294.3,5.625,0
447.76,94.3,40.55738,-3.51254,693.8,3,5,297.1,4.922,0
448.76,95.9,40.55749,-3.51282,692.3,3,5,298.1,3.867,0
449.77,94.5,40.55761,-3.51308,691.2,3,5,301.3,4.219,0
450.76,96,40.55774,-3.51334,690.1,3,5,302.7,4.57,0
451.73,97.7,40.55787,-3.51361,688.8,3,5,303.4,2.109,0
452.73,94.1,40.55801,-3.51383,687.4,3,5,308,5.273,0
453.73,95.1,40.55815,-3.51407,686.4,3,5,309,5.625,0
454.73,93.4,40.55831,-3.51428,685.7,3,5,312.5,4.57,0
455.73,93.5,40.55847,-3.51451,684.7,3,5,314.6,5.625,0
456.78,93.2,40.55863,-3.51473,684,4,5,316.8,4.219,0
457.74,91.3,40.5588,-3.51495,682.8,3,5,319.6,4.922,0
458.76,92,40.55899,-3.51514,681.8,3,5,321.7,4.922,0
459.74,91.2,40.55917,-3.51531,681,3,5,324.1,4.57,0
460.74,90.4,40.55935,-3.51548,680,4,5,325.2,3.516,0
461.73,90.5,40.55954,-3.51563,679.3,4,5,328.4,4.219,0
462.73,90,40.55974,-3.51578,679.1,4,5,330.1,4.922,0
463.73,89.8,40.55994,-3.51593,678.5,3,5,332.9,4.57,0
464.73,90.6,40.56015,-3.51606,677.6,4,5,335,4.922,0
465.74,90.4,40.56035,-3.51617,676.7,3,5,337.1,4.219,0
466.75,90.6,40.56057,-3.51628,676,3,5,339.3,4.219,0
467.74,91.8,40.56079,-3.51638,675.2,3,5,341.4,4.219,0
468.73,92.4,40.56101,-3.51646,674.3,3,5,343.5,4.219,0
469.81,93.9,40.56125,-3.51654,673.8,3,5,346.3,4.922,0
470.74,94,40.56149,-3.51661,673.1,3,5,348.8,5.273,0
471.74,92.2,40.56171,-3.51666,672.3,3,5,350.9,4.57,0
472.74,93,40.56195,-3.51671,671.5,3,5,352.3,3.516,0
473.74,93.4,40.56218,-3.51674,670.7,3,5,353.7,2.812,0
474.81,94.2,40.56241,-3.51677,670.2,3,5,354.4,2.109,0
475.77,94.5,40.56265,-3.5168,669.4,3,5,354,0.352,0
476.73,95.6,40.56288,-3.51683,668.7,3,5,354.4,0.352,0
477.8,96.1,40.56312,-3.51687,668.1,3,5,353.7,0.703,0
478.81,96.6,40.56336,-3.51691,667.4,3,5,353,1.406,0
479.78,96.7,40.56361,-3.51695,666.5,3,5,352.6,1.055,0
480.74,93.5,40.56384,-3.517,665.7,3,5,350.2,2.812,0
481.74,94.1,40.56407,-3.51706,664.5,3,5,349.5,3.164,0
482.75,94.1,40.56431,-3.51713,663.7,3,5,348.4,1.758,0
483.75,94.5,40.56454,-3.51719,663.2,3,5,347.3,2.109,0
484.75,94.1,40.56476,-3.51727,662.2,3,5,345.6,2.812,0
485.75,95.1,40.56499,-3.51736,662,3,5,344.2,3.164,0
486.75,93.5,40.56521,-3.51744,661.4,3,5,343.5,2.109,0
487.75,95.8,40.56543,-3.51755,661.3,3,5,342.1,2.109,0
488.75,96.4,40.56567,-3.51766,661,3,5,341,2.461,0
489.81,95.5,40.56589,-3.51777,660.3,3,5,339.6,2.461,0
490.73,94.4,40.56611,-3.51788,660,3,5,337.9,3.164,0
491.76,94,40.56633,-3.518,659.6,3,5,336.8,2.812,0
492.74,95.7,40.56655,-3.51812,659.7,3,5,336.1,1.758,0
493.75,96.2,40.56678,-3.51824,659.6,3,5,334.7,2.109,0
494.76,97.3,40.56699,-3.51838,659.7,3,5,333.6,2.461,0
495.78,96.8,40.56721,-3.51852,659.9,3,5,332.2,2.461,0
496.74,94,40.56741,-3.51867,660,3,5,330.8,2.812,0
497.73,95.7,40.56762,-3.51883,659.9,3,5,329.8,2.461,0
498.75,95,40.56782,-3.51898,660.3,3,5,328.7,2.109,0
499.73,94.6,40.56802,-3.51914,660.8,3,5,327.7,2.109,0
500.74,94.2,40.56822,-3.51932,660.9,3,5,325.9,2.812,0
501.75,93.2,40.56841,-3.5195,660.9,3,5,324.8,2.812,0
502.76,93.3,40.5686,-3.51968,661.3,3,5,323.4,2.461,0
503.76,93.4,40.56879,-3.51987,661.2,3,5,322.4,2.461,0
504.77,93.8,40.56897,-3.52006,661.6,3,5,321.3,2.109,0
505.74,93.7,40.56915,-3.52025,661.6,3,5,319.9,2.461,0
506.73,93.5,40.56932,-3.52045,662,3,5,319.2,2.109,0
507.73,93.1,40.5695,-3.52066,662.7,3,5,317.8,2.109,0
508.77,92.7,40.56967,-3.52087,662.9,3,5,317.5,1.758,0
509.77,91.9,40.56983,-3.52108,663.1,3,5,316.1,1.758,0
510.73,91.7,40.56999,-3.52129,663.6,3,5,314.6,2.812,0
511.74,91.5,40.57015,-3.52151,663.9,3,5,313.9,2.109,0
512.73,92.3,40.57029,-3.52173,664.3,3,5,312.2,2.461,0
513.73,92.2,40.57043,-3.52195,664.8,3,5,310.8,3.164,0
514.73,92.2,40.57058,-3.52218,664.9,4,5,310.8,1.406,0
515.73,90.9,40.57074,-3.52239,664.9,3,5,311.8,1.055,0
516.73,90.4,40.57089,-3.52262,664.8,3,5,307.6,4.219,0
517.77,91.6,40.57102,-3.52287,664.8,3,5,306.2,5.625,0
518.73,91.1,40.57115,-3.52311,665,4,5,305.5,2.109,0
519.74,93.3,40.57126,-3.52336,665.4,4,5,303,3.164,0
520.74,94.3,40.57139,-3.52364,665.2,4,5,301.3,4.219,0
521.74,94.5,40.5715,-3.52389,665,4,5,301.6,1.406,0
522.74,95.2,40.57163,-3.52416,664.7,4,5,299.9,1.758,0
523.8,95.5,40.57174,-3.52443,664.2,4,5,298.5,3.164,0
524.73,95.9,40.57185,-3.5247,663.5,4,5,297.4,2.461,0
525.74,95.9,40.57197,-3.52498,662.7,4,5,296.4,2.109,0
526.73,95.4,40.57208,-3.52526,662.2,4,5,295.3,2.109,0
527.74,94.6,40.57219,-3.52553,661.4,4,5,295.7,0.703,0
528.74,95.2,40.57228,-3.52582,660.6,4,5,292.9,2.812,0
529.78,94.9,40.57236,-3.52611,659.8,4,5,292.1,3.516,0
530.76,93.9,40.57245,-3.5264,659.2,4,5,291.8,1.055,0
531.75,94.3,40.57254,-3.52669,658.5,4,5,291.4,0.703,0
532.73,93.9,40.57264,-3.52699,657.2,4,5,290.7,1.055,0
533.79,93.9,40.57272,-3.52727,656.8,4,5,290.7,0.703,0
534.74,93.3,40.57281,-3.52755,656,4,5,291.1,0.352,0
535.74,92.1,40.5729,-3.52784,655.3,4,5,291.4,0.703,0
536.74,92.8,40.57298,-3.52811,654.7,4,5,291.8,0.703,0
537.74,92.7,40.57307,-3.5284,653.7,4,5,291.8,0.352,0
538.74,93.1,40.57315,-3.52868,653.1,4,5,292.5,0.703,0
539.76,93.9,40.57324,-3.52897,653.2,4,5,293.2,1.406,0
540.74,93.8,40.57334,-3.52925,652.4,4,5,294.3,1.758,0
541.76,94.4,40.57344,-3.52953,651.7,4,5,295,1.758,0
542.75,93,40.57354,-3.5298,650.7,3,5,296.4,2.109,0
543.74,93.9,40.57364,-3.53008,650.4,4,5,297.1,2.109,0
544.76,94.8,40.57375,-3.53037,649.8,4,5,297.4,1.055,0
545.75,95.9,40.57386,-3.53064,649.2,3,5,298.1,1.055,0
546.75,97,40.57397,-3.53091,648.7,3,5,299.2,1.758,0
547.75,96.4,40.57409,-3.53119,648,4,5,299.9,1.758,0
548.79,96.3,40.57421,-3.53147,646.8,3,5,300.2,1.055,0
549.74,95.7,40.57434,-3.53174,646.3,3,5,301.6,1.758,0
550.74,96,40.57447,-3.532,645.6,3,5,302.3,2.109,0
551.74,96.4,40.5746,-3.53227,644.8,3,5,303.4,1.758,0
552.75,97.3,40.57474,-3.53254,644.2,3,5,303.8,1.406,0
553.75,97.1,40.57487,-3.53281,643.2,3,5,303.4,0.352,0
554.75,96.2,40.57501,-3.53307,642.4,3,5,303,0.703,0
555.78,96.9,40.57515,-3.53333,641.7,3,5,302.7,0.703,0
556.75,100,40.57528,-3.53361,641.3,3,5,302.3,0.703,0
557.76,98,40.57542,-3.53389,640.4,3,5,302,0.703,0
558.76,97.4,40.57556,-3.53417,639.8,4,5,301.3,1.055,0
559.82,98,40.57568,-3.53444,639.1,4,5,300.9,1.055,0
560.76,99.9,40.5758,-3.53471,638.8,3,5,300.2,1.055,0
561.77,101.8,40.57593,-3.535,638.2,3,5,298.8,2.109,0
562.79,100.7,40.57604,-3.53529,637.1,3,5,297.8,2.461,0
563.74,99.9,40.57616,-3.53559,636.4,3,5,296.4,2.461,0
564.77,98.9,40.57627,-3.53588,635.7,3,5,295.7,2.109,0
565.76,97.8,40.57637,-3.53617,634.9,3,5,295.3,1.055,0
566.73,97.1,40.57647,-3.53646,634.3,3,5,295,0.703,0
567.75,95.5,40.57657,-3.53675,633.8,3,5,294.3,1.055,0
568.73,94.8,40.57667,-3.53704,633.4,3,5,293.6,1.406,0
569.78,93,40.57676,-3.53732,632.8,3,5,293.6,0.703,0
570.73,93.1,40.57685,-3.5376,632.6,3,5,293.9,0.352,0
571.73,93.5,40.57695,-3.53788,632.1,3,5,294.3,0.703,0
572.74,93.8,40.57704,-3.53816,632.1,3,5,294.6,0.703,0
573.73,93.7,40.57714,-3.53844,631.8,4,5,294.6,0.352,0
574.74,95,40.57724,-3.53871,631.4,4,5,295,0.352,0
575.76,93.5,40.57735,-3.53899,631.3,4,5,295.3,0.703,0
576.73,92.4,40.57744,-3.53927,630.9,4,5,296,1.055,0
577.75,91.8,40.57755,-3.53953,630.3,4,5,296.7,1.406,0
578.73,92.2,40.57764,-3.53979,630.5,4,5,297.4,1.406,0
579.73,91.8,40.57774,-3.54006,630.2,4,5,298.1,1.406,0
580.75,91.8,40.57785,-3.54032,629.7,4,5,298.5,1.055,0
581.76,91.4,40.57797,-3.54059,629.3,4,5,299.5,1.406,0
582.76,91.1,40.57807,-3.54085,629,4,5,300.6,2.109,0
583.74,90.9,40.57819,-3.5411,628.8,4,5,301.3,1.758,0
584.74,89.6,40.5783,-3.54135,628.3,4,5,302,1.406,0
585.74,89.1,40.57843,-3.5416,627.9,4,5,302,0.703,0
586.73,89.1,40.57855,-3.54185,627.6,4,5,302.7,0.703,0
587.74,89.6,40.57866,-3.5421,627.6,4,5,303.4,1.406,0
588.74,90.9,40.5788,-3.54235,627.4,4,5,303.8,1.055,0
589.73,92.4,40.57893,-3.54261,627.1,4,5,305.2,1.758,0
590.75,92.8,40.57907,-3.54285,627.2,4,5,306.2,2.461,0
591.74,91.5,40.5792,-3.5431,626.7,4,5,306.9,1.758,0
592.76,90.9,40.57934,-3.54334,626.3,4,5,307.3,1.055,0
593.79,88.9,40.57948,-3.54357,626.2,4,5,308,1.055,0
594.81,91.4,40.57962,-3.5438,626.1,4,5,308.7,1.406,0
595.74,91.4,40.57977,-3.54404,625.8,4,5,308.7,0.703,0
596.73,90.5,40.57991,-3.54426,625.1,4,5,309.4,0.703,0
597.73,92.2,40.58007,-3.54449,624.7,4,5,310.1,1.406,0
598.74,92.2,40.58023,-3.54471,624.4,4,5,311.5,1.406,0
599.79,91.9,40.58038,-3.54494,623.8,4,5,312.5,1.055,0
600.77,93,40.58053,-3.54517,623.8,4,5,312.9,1.406,0
601.75,94.2,40.5807,-3.54539,623.6,4,5,314.3,1.758,0
602.75,94,40.58086,-3.54561,623.1,4,5,313.9,1.055,0
603.74,94.4,40.58102,-3.54583,622.6,4,5,313.9,0.352,0
604.76,94.7,40.58118,-3.54605,622.5,4,5,313.9,0,0
605.75,93.3,40.58135,-3.54626,622.2,4,5,314.3,0.352,0
606.88,93.1,40.58151,-3.54648,621.9,3,5,314.6,0.703,0
607.74,93.6,40.58167,-3.54669,621.7,4,5,315,0.703,0
608.75,95.4,40.58184,-3.54692,621.3,3,5,315,0.352,0
609.79,96.3,40.58201,-3.54714,621.5,4,5,313.9,1.055,0
610.75,95.7,40.58217,-3.54738,621.2,4,5,313.2,1.758,0
611.75,94.5,40.58234,-3.54761,620.6,4,5,312.5,1.406,0
612.74,94.5,40.5825,-3.54784,620.2,4,5,312.5,0.703,0
613.73,93.8,40.58264,-3.54808,619.9,4,5,309.4,3.164,0
614.73,92.9,40.58279,-3.54831,619.2,4,5,309,3.516,0
615.8,93.4,40.58293,-3.54856,619.2,4,5,306.2,3.164,0
616.77,92,40.58305,-3.54877,619.1,4,5,303.4,5.625,0
617.73,92,40.58318,-3.54903,618.9,4,5,302.3,3.867,0
618.75,91.5,40.5833,-3.54929,618.5,4,5,301.3,2.109,0
619.74,91.7,40.58342,-3.54955,618.1,4,5,300.2,2.109,0
620.78,92.2,40.58353,-3.54982,617.8,4,5,298.1,3.164,0
621.74,92.6,40.58363,-3.5501,617.6,4,5,296.4,3.867,0
622.82,94.1,40.58374,-3.55037,617.5,3,5,295,3.164,0
623.73,93.1,40.58382,-3.55065,617.7,3,5,292.5,3.867,0
624.73,92.6,40.5839,-3.55093,617.3,3,5,291.1,3.867,0
625.75,92.1,40.58398,-3.55121,617.6,4,5,289.3,3.164,0
626.73,89.6,40.58405,-3.55149,616.9,4,5,286.9,4.219,0
627.73,89.9,40.58413,-3.55175,616.8,4,5,286.5,2.812,0
628.79,88.7,40.58419,-3.55204,616.5,4,5,284.1,2.812,0
629.73,88.4,40.58424,-3.55233,615.7,4,5,283,3.516,0
630.73,87.5,40.58429,-3.55261,614.9,4,5,281.6,2.461,0
631.73,87.3,40.58434,-3.5529,614.2,4,5,280.5,2.461,0
632.74,85.7,40.58436,-3.55317,613.9,4,5,279.1,2.461,0
633.76,85.4,40.58439,-3.55345,613.7,4,5,278.8,1.758,0
634.74,84.2,40.58443,-3.55374,613.5,4,5,278.8,0.352,0
635.8,83.7,40.58446,-3.554,613.1,4,5,278.8,0,0
636.73,82.9,40.58449,-3.55427,612.8,4,5,278.4,0.352,0
637.75,81.3,40.58451,-3.55453,612.6,4,5,278.1,0.703,0
638.74,78.4,40.58454,-3.55478,612.5,3,5,278.8,0.703,0
639.73,75,40.58458,-3.55503,612.5,3,5,279.1,1.055,0
640.74,70.9,40.58461,-3.55527,612.1,3,5,279.1,0.352,0
641.75,68.5,40.58464,-3.55549,611.5,3,5,279.1,0,0
642.76,67,40.58466,-3.5557,610.7,3,5,278.4,0.703,0
643.78,65.3,40.58468,-3.55592,609.8,3,5,278.4,0.703,0
644.75,63.9,40.58471,-3.55613,609,3,5,278.8,0.352,0
645.78,64.4,40.58474,-3.55633,608.3,3,5,278.4,0.352,0
646.74,63,40.58476,-3.55654,607.4,3,5,278.8,0.352,0
647.73,61.4,40.58478,-3.55674,606.5,3,5,278.8,0.352,0
648.78,61.1,40.58481,-3.55694,606,3,5,279.1,0.352,0
649.76,60.9,40.58483,-3.55714,605,3,5,278.8,0.352,0
650.74,59.3,40.58485,-3.55732,604.5,3,5,278.8,0.352,0
651.74,57,40.58488,-3.55749,603.9,3,5,278.8,0,0
652.8,55.1,40.5849,-3.55766,603.4,3,5,278.8,0,0
653.73,52,40.58492,-3.55782,602.7,3,5,278.8,0,0
654.74,46.9,40.58494,-3.55799,601.9,3,5,279.1,0,0
16.53,84.2,40.51859,-3.40962,625.6,4,5,324.5,0.352,1
17.52,86.9,40.51877,-3.40979,625.7,4,5,323.8,1.055,1
18.49,93.5,40.51896,-3.40997,626,4,5,324.1,1.055,1
19.52,97.8,40.51915,-3.41015,629.4,4,5,324.5,0.703,1
20.49,101.1,40.51935,-3.41034,628.1,4,5,324.5,0.703,1
21.5,101.5,40.51956,-3.41054,628.5,4,5,324.1,0.352,1
22.53,109.1,40.51978,-3.41074,629.4,3,5,324.5,0.352,1
23.55,109,40.52,-3.41095,630,4,5,324.5,0.352,1
24.49,114.5,40.52027,-3.41119,631,4,5,324.5,0,1
25.54,111.3,40.52049,-3.41139,631.2,3,5,324.5,0,1
26.56,112.4,40.52071,-3.4116,631.2,3,5,324.8,0.352,1
27.5,113.4,40.52094,-3.41181,631.3,4,5,324.5,0.352,1
28.57,113.6,40.52117,-3.41202,632,4,5,324.8,0.352,1
29.52,112.4,40.5214,-3.41224,633,4,5,324.5,0.352,1
30.55,110.1,40.52163,-3.41244,632.9,4,5,324.5,0.352,1
31.49,108.2,40.52185,-3.41265,633,4,5,324.5,0.352,1
32.5,106.8,40.52208,-3.41286,633.5,4,5,324.5,0,1
33.5,106.8,40.5223,-3.41306,634.1,4,5,324.5,0,1
34.49,106.6,40.52252,-3.41326,635.1,6,5,325.2,0.703,1
35.52,112.4,40.52274,-3.41348,636.1,4,5,322.4,0.703,1
36.61,115,40.52297,-3.41373,637.4,4,5,319.6,2.812,1
37.53,115.8,40.52318,-3.41398,639.1,4,5,317.1,5.625,1
38.52,115.5,40.52338,-3.41424,640.5,4,5,314.6,4.922,1
39.56,112.5,40.52358,-3.41453,641.3,4,5,312.2,4.922,1
40.51,109.2,40.52376,-3.4148,642.1,4,5,309,5.625,1
41.54,107.5,40.52393,-3.41509,642.7,4,5,307.3,4.922,1
42.5,105,40.52408,-3.41537,643.3,4,5,304.8,4.922,1
43.51,102,40.52421,-3.41565,643.4,4,5,302.7,4.57,1
44.51,100.1,40.52433,-3.41593,643.6,4,5,300.6,4.57,1
45.54,100.8,40.52445,-3.41622,643.4,4,5,297.8,4.922,1
46.52,102.9,40.52457,-3.41652,643.4,3,5,295.3,5.273,1
47.51,104.9,40.52468,-3.41683,643.5,3,5,293.2,5.273,1
48.57,106.6,40.52477,-3.41717,643.1,3,5,291.1,4.219,1
49.51,109.1,40.52487,-3.41749,643,3,5,288.6,4.219,1
50.5,109.1,40.52487,-3.41749,643,3,5,288.6,4.57,1
51.52,111.5,40.52503,-3.41819,641.8,3,5,286.2,2.461,1
52.55,110.1,40.52511,-3.41853,640.8,3,5,286.2,1.406,1
53.51,108.7,40.52518,-3.41888,640.4,3,5,285.5,0.703,1
54.49,107.1,40.52525,-3.41921,639.4,3,5,286.5,0.703,1
55.56,106.8,40.52534,-3.41955,638.6,3,5,286.9,1.406,1
56.55,104.9,40.52541,-3.41988,637.6,3,5,287.9,1.406,1
57.53,104.2,40.5255,-3.4202,636.4,3,5,291.4,1.406,1
58.49,104.6,40.5256,-3.4205,635.5,3,5,293.9,5.977,1
59.48,102.8,40.52572,-3.42081,634.7,3,5,295.7,5.977,1
60.49,101.1,40.52583,-3.4211,634.1,3,5,298.5,4.57,1
61.57,104.2,40.52597,-3.4214,633.7,3,5,300.9,5.273,1
62.52,106.6,40.52612,-3.42169,633.5,3,5,305.2,6.68,1
63.49,108.8,40.52628,-3.42198,633,3,5,308.7,6.68,1
64.51,110.8,40.52646,-3.42226,632.3,3,5,311.5,6.328,1
65.52,110.7,40.52665,-3.42252,631.6,3,5,314.6,5.977,1
66.52,110.4,40.52686,-3.42276,631,3,5,317.5,5.977,1
67.54,109,40.52707,-3.42299,630.4,3,5,320.3,5.625,1
68.49,108,40.52728,-3.42322,629.5,3,5,323.4,5.977,1
69.52,106.7,40.5275,-3.42343,628.9,3,5,326.6,6.328,1
70.49,105.6,40.52772,-3.4236,628.1,3,5,329.1,6.328,1
71.49,105.6,40.52772,-3.4236,628.1,3,5,329.1,5.625,1
72.49,106.6,40.52818,-3.42394,627.5,3,5,332.2,3.164,1
73.53,108.8,40.52843,-3.42411,627.5,3,5,333.3,2.461,1
74.5,111.7,40.52868,-3.42427,627.2,3,5,334,1.758,1
75.5,115.2,40.52893,-3.42443,627.2,3,5,333.3,1.758,1
76.49,113.5,40.52919,-3.4246,627.5,3,5,332.9,0.703,1
77.51,111.5,40.52943,-3.42476,626.6,3,5,331.5,1.758,1
78.49,110.6,40.52968,-3.42494,625.8,3,5,330.8,2.109,1
79.49,110.6,40.52992,-3.42511,624.6,3,5,330.8,0.703,1
80.49,110.7,40.53015,-3.42531,624.4,3,5,328.4,0.703,1
81.49,111.1,40.53038,-3.42551,624.2,3,5,325.9,2.461,1
82.51,112.4,40.53061,-3.42573,623.8,3,5,323.4,4.922,1
83.53,112.4,40.53061,-3.42573,623.8,3,5,323.4,4.922,1
84.49,114.2,40.53106,-3.42619,622.2,3,5,319.2,4.219,1
85.49,113.9,40.53127,-3.42645,621.6,3,5,317.5,3.516,1
86.49,114.4,40.53147,-3.4267,621,3,5,315.4,3.516,1
87.49,116,40.53167,-3.42698,620.9,3,5,312.9,3.867,1
88.53,117.3,40.53188,-3.42727,621.1,3,5,311.5,4.57,1
89.5,117,40.53207,-3.42756,621.5,3,5,310.1,2.812,1
90.52,117.3,40.53224,-3.42787,622.1,3,5,307.3,4.219,1
91.49,115,40.53241,-3.42819,623,3,5,304.8,5.273,1
92.51,115,40.53241,-3.42819,623,3,5,304.8,5.273,1
93.5,108.2,40.5327,-3.4288,624.3,3,5,301.3,3.516,1
94.48,106.2,40.53283,-3.4291,625,3,5,300.2,3.516,1
95.5,105.1,40.53296,-3.42941,626.2,3,5,298.8,3.516,1
96.53,109.7,40.53307,-3.42973,627.7,3,5,295.3,4.922,1
97.53,109.7,40.53307,-3.42973,627.7,3,5,295.3,4.922,1
98.55,111.7,40.5333,-3.4304,630.4,4,5,291.8,3.516,1
99.55,113,40.53339,-3.43074,632.5,3,5,289.3,4.57,1
100.51,113.7,40.53347,-3.43111,634.4,3,5,287.6,4.219,1
101.54,114.3,40.53356,-3.43147,636,3,5,285.8,3.516,1
102.51,115.4,40.53363,-3.43183,638.1,3,5,283.7,3.516,1
103.5,113.9,40.53369,-3.4322,639,3,5,281.6,4.219,1
104.49,113.5,40.53374,-3.43256,640,3,5,279.5,4.219,1
105.5,114.5,40.53377,-3.43294,641.7,3,5,277.7,4.219,1
106.5,113,40.53381,-3.4333,643.1,3,5,275.6,3.867,1
107.49,113,40.53381,-3.4333,643.1,3,5,275.6,3.867,1
108.55,107.2,40.53384,-3.43401,645.4,3,5,272.8,2.812,1
109.5,107.2,40.53385,-3.43436,646.2,3,5,272.5,1.406,1
110.5,107.2,40.53385,-3.43436,646.2,3,5,272.5,1.406,1
111.53,109.7,40.53385,-3.43508,649.6,3,5,270,2.109,1
112.52,110.7,40.53385,-3.43544,650.7,3,5,270,2.461,1
113.49,110.4,40.53386,-3.43579,652.3,3,5,269.6,0.703,1
114.53,111.2,40.53386,-3.43616,653.7,3,5,269.6,0.352,1
115.52,111.2,40.53386,-3.43616,653.7,3,5,269.6,0.352,1
116.5,106.5,40.53386,-3.43688,656,3,5,269.6,0,1
117.49,105.4,40.53386,-3.43722,657.1,3,5,270,0.352,1
118.5,105.4,40.53386,-3.43757,659.2,3,5,268.6,1.406,1
119.49,107.5,40.53385,-3.43792,660.8,3,5,269.6,1.406,1
120.5,105.9,40.53384,-3.43826,662.3,3,5,269.6,1.055,1
121.48,103.2,40.53384,-3.43861,663.2,3,5,269.3,1.055,1
122.58,104.4,40.53384,-3.43895,664.5,3,5,269.6,0.352,1
123.49,104.4,40.53384,-3.43895,664.5,3,5,269.6,0.352,1
124.5,107.4,40.53384,-3.43965,666.5,3,5,268.6,1.055,1
125.49,110.8,40.53383,-3.44,667.7,3,5,269.3,0.703,1
126.49,112.6,40.53383,-3.44037,668.1,3,5,269.3,0.703,1
127.52,112.6,40.53382,-3.44074,668.8,3,5,269.3,0,1
128.49,111.7,40.53382,-3.44111,669.3,3,5,269.6,0,1
129.49,112.3,40.53382,-3.44148,669.5,3,5,269.6,0.352,1
130.52,111.9,40.53383,-3.44185,669.3,3,5,269.6,0,1
131.5,110,40.53382,-3.44221,669.2,3,5,269.6,0,1
132.48,111.5,40.53382,-3.44257,668.9,4,5,269.6,0,1
133.51,111.3,40.53382,-3.44294,669.4,4,5,269.6,0,1
134.56,110.5,40.53381,-3.44331,668.5,3,5,269.6,0,1
135.48,110.5,40.53381,-3.44331,668.5,3,5,269.6,0,1
136.49,110.3,40.53382,-3.44368,667.5,4,5,270,0.352,1
137.49,114.7,40.53382,-3.44405,667.5,4,5,269.6,0.352,1
138.52,113,40.53381,-3.44479,665.8,4,5,269.6,0.352,1
139.48,113,40.53381,-3.44479,665.8,4,5,269.6,0,1
140.51,112.1,40.53379,-3.44552,664.2,4,5,269.3,0.352,1
141.51,109.2,40.53378,-3.44587,663.9,4,5,269.3,0,1
142.49,108.1,40.53378,-3.44623,663.7,4,5,269.3,0,1
143.5,108.7,40.53378,-3.44659,663.3,4,5,269.3,0,1
144.49,106.8,40.53378,-3.44694,662.6,4,5,269.6,0.352,1
145.49,106.8,40.53378,-3.44729,662,4,5,269.6,0.352,1
146.51,107.3,40.53378,-3.44764,662,4,5,270,0.352,1
